16-11-10 14:31,28.166666666666668,0.3,9,0,153.206913,24,0
16-11-10 14:46,28.166666666666668,0.3,9,4,388.00363,24,2
16-11-10 14:54,28.166666666666668,0.3,9,2,188.013374,24,0
16-11-10 14:57,28.166666666666668,0.3,9,1,180.008453,24,0
16-11-10 15:07,28.166666666666668,0.3,9,2,486.504569,24,3
16-11-10 15:16,28.166666666666668,0.3,9,0,205.007675,24,1
16-11-10 15:20,28.166666666666668,0.3,9,7,305.432576,24,3
16-11-10 15:26,28.166666666666668,0.3,9,1,201.005615,24,1
16-11-10 15:30,28.166666666666668,0.3,9,0,153.007223,24,0
16-11-10 15:33,28.166666666666668,0.3,9,2,322.492076,24,2
16-11-10 15:39,28.166666666666668,0.3,9,0,205.315254,24,1
16-11-10 15:43,28.166666666666668,0.3,9,4,270.008297,24,2
16-11-10 15:49,28.166666666666668,0.3,9,1,236.393226,24,2
16-11-10 15:53,28.166666666666668,0.3,9,0,153.006709,24,0
16-11-10 15:57,28.166666666666668,0.3,9,0,154.007286,24,0
16-11-10 16:00,28.166666666666668,0.3,9,4,291.00578,24,3
16-11-10 16:05,28.166666666666668,0.3,9,5,320.438147,24,3
16-11-10 16:11,28.166666666666668,0.3,9,1,194.001086,24,1
16-11-10 16:15,28.166666666666668,0.3,9,1,205.505285,24,1
16-11-10 16:20,28.166666666666668,0.3,9,2,194.372944,24,1
16-11-10 16:24,28.166666666666668,0.3,9,0,161.021769,24,0
16-11-10 16:27,28.166666666666668,0.3,9,1,162.307798,24,0
16-11-10 16:30,28.166666666666668,0.3,9,5,604.871548,24,2
16-11-10 16:41,28.166666666666668,0.3,9,1,244.001653,24,2
16-11-10 16:46,28.166666666666668,0.3,9,0,164.396546,24,0
16-11-10 17:18,28.166666666666668,0.3,9,2,239.005666,24,2
16-11-10 17:23,28.166666666666668,0.3,9,0,154.205155,24,0
16-11-10 17:26,28.166666666666668,0.3,9,1,213.017639,24,1
16-11-10 17:31,28.166666666666668,0.3,9,0,152.50626,24,0
16-11-10 17:34,28.166666666666668,0.3,9,1,368.010986,24,3
16-11-10 17:41,28.166666666666668,0.3,9,2,196.005858,24,1
16-11-10 17:45,28.166666666666668,0.3,9,4,264.5059,24,2
16-11-10 17:50,28.166666666666668,0.3,9,0,206.009598,24,1
16-11-10 17:54,28.166666666666668,0.3,9,1,169.506725,24,0
16-11-10 17:58,28.166666666666668,0.3,9,2,234.274237,24,1
16-11-10 18:02,28.166666666666668,0.3,9,0,206.383628,24,1
16-11-10 18:06,28.166666666666668,0.3,9,1,163.314559,24,0
16-11-10 18:10,28.166666666666668,0.3,9,1,360.506831,24,3
16-11-10 18:17,28.166666666666668,0.3,9,0,154.006319,24,0
16-11-10 18:20,28.166666666666668,0.3,9,0,154.01699,24,0
16-11-10 18:23,28.166666666666668,0.3,9,1,214.359193,24,1
16-11-10 18:27,28.166666666666668,0.3,9,0,161.006585,24,0
16-11-10 18:31,28.166666666666668,0.3,9,2,260.505705,24,2
16-11-10 18:36,28.166666666666668,0.3,9,0,162.382312,24,0
16-11-10 18:40,28.166666666666668,0.3,9,2,260.629261,24,2
16-11-10 18:45,28.166666666666668,0.3,9,3,309.954628,24,3
16-11-12 15:35,28.166666666666668,0.3,9,3,390.005034,24,2
16-11-12 15:42,28.166666666666668,0.3,9,2,225.005966,24,1
16-11-12 15:46,28.166666666666668,0.3,9,1,159.007897,24,0
16-11-12 15:50,28.166666666666668,0.3,9,2,190.018228,24,1
16-11-12 15:54,28.166666666666668,0.3,9,1,263.40141,24,1
16-11-12 15:59,28.166666666666668,0.3,9,0,153.250315,24,0
16-11-12 16:02,28.166666666666668,0.3,9,0,153.008606,24,0
16-11-12 16:05,28.166666666666668,0.3,9,1,197.282325,24,1
16-11-12 16:09,28.166666666666668,0.3,9,1,422.516159,24,1
16-11-12 16:17,28.166666666666668,0.3,9,2,286.008615,24,2
16-11-12 16:23,28.166666666666668,0.3,9,1,271.367557,24,2
16-11-12 16:28,28.166666666666668,0.3,9,5,721.947964,24,3
16-11-12 16:41,28.166666666666668,0.3,9,0,155.022842,24,0
16-11-12 16:44,28.166666666666668,0.3,9,0,159.008564,24,0
16-11-12 16:47,28.166666666666668,0.3,9,2,192.005943,24,0
16-11-12 16:51,28.166666666666668,0.3,9,3,273.0053,24,3
16-11-12 16:57,28.166666666666668,0.3,9,1,546.508378,24,3
