,,,,,,,,,,
,,,,,,,,,,
16-11-12 15:28,28.1666666667,0.36,9,0,160.031645,24,0,,,
16-11-12 15:31,28.1666666667,0.36,9,0,153.358208,24,0,,,
16-11-12 15:34,28.1666666667,0.36,9,1,197.030369,24,1,,,
16-11-12 15:38,28.1666666667,0.36,9,0,154.010327,24,0,,,
16-11-12 15:42,28.1666666667,0.36,9,2,181.644265,24,0,,,
16-11-12 15:46,28.1666666667,0.36,9,2,195.380544,24,1,,,
16-11-12 15:50,28.1666666667,0.36,9,1,199.515717,24,1,,,
16-11-12 15:54,28.1666666667,0.36,9,2,196.398149,24,1,,,
16-11-12 15:58,28.1666666667,0.36,9,1,266.025127,24,1,,,
16-11-12 16:03,28.1666666667,0.36,9,0,153.376395,24,0,,,
16-11-12 16:06,28.1666666667,0.36,9,1,185.528631,24,0,,,
16-11-12 16:10,28.1666666667,0.36,9,3,460.923991,24,1,,,
16-11-12 16:18,28.1666666667,0.36,9,1,175.42911,24,1,,,
16-11-12 16:22,28.1666666667,0.36,9,1,282.535109,24,2,,,
16-11-12 16:27,28.1666666667,0.36,9,1,154.031862,24,0,,,
16-11-12 16:31,28.1666666667,0.36,9,1,192.520311,24,1,,,
16-11-12 16:35,28.1666666667,0.36,9,1,214.526703,24,1,,,
16-11-12 16:39,28.1666666667,0.36,9,2,253.022647,24,1,,,
16-11-12 16:44,28.1666666667,0.36,9,1,204.415889,24,1,,,
16-11-12 16:48,28.1666666667,0.36,9,6,750.021206,24,2,,,
16-11-12 17:01,28.1666666667,0.36,9,3,303.030467,24,3,,,
16-11-12 17:07,28.1666666667,0.36,9,1,182.017758,24,0,,,
16-11-12 17:11,28.1666666667,0.36,9,0,154.54062,24,0,,,
16-11-12 17:14,28.1666666667,0.36,9,0,159.517155,24,0,,,
16-11-12 17:18,28.1666666667,0.36,9,3,286.020914,24,3,,,
16-11-12 17:23,28.1666666667,0.36,9,3,273.520647,24,3,,,
16-11-12 17:29,28.1666666667,0.36,9,0,155.03326,24,0,,,
16-11-12 17:32,28.1666666667,0.36,9,0,159.360892,24,0,,,
16-11-12 17:35,28.1666666667,0.36,9,0,154.030233,24,0,,,
16-11-12 17:39,28.1666666667,0.36,9,1,212.028396,24,1,,,
16-11-12 18:17,28.1666666667,0.36,9,0,155.50944,24,0,,,
16-11-12 18:21,28.1666666667,0.36,9,2,172.48144,24,1,,,
16-11-12 18:24,28.1666666667,0.36,9,7,415.523406,24,4,,,
16-11-12 18:32,28.1666666667,0.36,9,1,213.490074,24,1,,,
16-11-12 18:36,28.1666666667,0.36,9,5,306.528419,24,3,,,
16-11-12 18:42,28.1666666667,0.36,9,0,159.321178,24,0,,,
16-11-12 18:46,28.1666666667,0.36,9,1,178.022319,24,0,,,
16-11-12 18:49,28.1666666667,0.36,9,2,179.023361,24,0,,,
16-11-12 18:53,28.1666666667,0.36,9,1,167.023744,24,0,,,
16-11-12 18:57,28.1666666667,0.36,9,1,201.019475,24,1,,,
16-11-12 19:01,28.1666666667,0.36,9,2,295.518367,24,3,,,
16-11-12 19:06,28.1666666667,0.36,9,1,164.017741,24,0,,,
16-11-12 19:10,28.1666666667,0.36,9,0,159.016295,24,0,,,
16-11-12 19:13,28.1666666667,0.36,9,5,661.014873,24,1,,,
16-11-12 19:25,28.1666666667,0.36,9,4,355.017923,24,5,,,
16-11-12 19:31,28.1666666667,0.36,9,2,240.018078,24,2,,,s
16-11-12 19:36,28.1666666667,0.36,9,9,282.528831,24,6,,,
16-11-12 19:42,28.1666666667,0.36,9,2,355.015472,24,0,,,
16-11-14 09:48,28.1666666667,0.36,9,0,154.515834,24,0,,,
16-11-14 09:51,28.1666666667,0.36,9,0,153.012663,24,0,,,
16-11-14 09:55,28.1666666667,0.36,9,4,299.404318,24,2,,,
16-11-14 10:00,28.1666666667,0.36,9,2,433.517854,24,1,,,
16-11-14 10:08,28.1666666667,0.36,9,2,323.514933,24,3,,,
16-11-14 10:14,28.1666666667,0.36,9,3,545.701562,24,2,,,
16-11-14 10:24,28.1666666667,0.36,9,2,260.019256,24,2,,,
16-11-14 10:29,28.1666666667,0.36,9,1,194.016018,24,1,,,
16-11-14 10:33,28.1666666667,0.36,9,2,198.013075,24,1,,,
16-11-14 10:37,28.1666666667,0.36,9,2,889.010955,24,2,,,
16-11-14 10:53,28.1666666667,0.36,9,1,203.314093,24,1,,,
